base_currency,target_currency,pair_base_risk,markup_percent,amount_inr,money_at_stake_inr,is_risky
AED,INR,0.4,0.05537521938844584,354.7887126570982,19.646502799931085,1
THB,INR,0.35,0.012128051432445372,4509.511634888572,54.691589043139416,0
KRW,INR,0.3,0.017241342455243946,702.7812899901653,12.116892891858544,0
EUR,INR,0.15,0.008011818307295034,37.6216249951114,0.3014176238860219,0
KRW,INR,0.3,0.11281958546915927,1375.7130797921725,155.20737938665332,1
GBP,INR,0.2,0.033978323258136975,1318.711697387673,44.807612338124855,0
AED,INR,0.4,-0.0010605747310892515,441.6821488756843,-0.4684369262707516,0
KRW,INR,0.3,0.05897445998736059,264.70205739359153,15.61066089233039,1
THB,INR,0.35,-0.016377234204417376,773.9608442462093,-12.675338011268767,0
THB,INR,0.35,0.02998483396551096,2044.2972117238685,61.297912469697195,0
THB,INR,0.35,0.01424205762191625,97.76370939593394,1.3923563825491663,1
EUR,INR,0.15,-0.025838149307212392,53.18979604708197,-1.3743258918846795,0
AED,INR,0.4,0.020198742846910388,227.83108137655188,4.601901425258486,1
EUR,INR,0.15,0.01558559105616974,426.60689395011974,6.648920590849339,0
AED,INR,0.4,-0.01818740247382597,2574.7064121645362,-46.82722176997687,0
USD,INR,0.15,-0.005452415573709691,355.07580857291885,-1.9360208685105438,0
USD,INR,0.15,0.03342667187755078,328.02562586263326,10.964804963138477,0
USD,INR,0.15,0.014022109574794226,219.83753577734342,3.082586015322655,0
AED,INR,0.4,0.021825957054005383,306.52935128784674,6.690296457000673,0
AED,INR,0.4,0.06456804645514334,85.60791947701905,5.5275361217203365,1
GBP,INR,0.2,0.058708566119745335,2275.9002857353034,133.61484240703837,0
KRW,INR,0.3,0.00880792161896933,390.17726681374893,3.436650783599184,0
AED,INR,0.4,0.010436386631316396,132.56546787643546,1.3835044767198341,0
THB,INR,0.35,0.12797663644428198,65.09486409297514,8.330621756416624,1
THB,INR,0.35,-0.002584102331262701,235.68058400258627,-0.609022746554438,0
GBP,INR,0.2,0.02478605379379637,1504.5730249393257,37.29242793284106,0
THB,INR,0.35,0.00998609260612912,336.39583014907106,3.3592799121843058,0
THB,INR,0.35,0.05296017681621154,33.42112705224714,1.7699887980840792,0
KRW,INR,0.3,0.006875506742144621,253.16683439149074,1.7406502767461052,0
KRW,INR,0.3,0.0029748671492482856,524.4343236699801,1.5601224414240664,0
GBP,INR,0.2,0.06275722047532167,2355.963597527954,147.8537269218938,1
THB,INR,0.35,0.0066744529839977765,1842.8024657655333,12.299698416547225,0
AED,INR,0.4,-0.024477309826990798,2404.9868070089187,-58.867607204982626,0
AED,INR,0.4,0.03873846993328924,409.4298609009818,15.86068635630348,1
AED,INR,0.4,0.10090952450909516,405.5072393280364,40.91954270558801,1
AED,INR,0.4,-0.005583767007256544,998.3069879557353,-5.574313622460891,0
THB,INR,0.35,0.004429607507007943,889.5918211444238,3.940542609114207,0
EUR,INR,0.15,0.02171437674884904,3228.7663446569995,70.11064884188626,0
USD,INR,0.15,0.09780196206987586,2061.823814558043,201.6504145061725,1
AED,INR,0.4,0.01681422793009017,318.0204743557504,5.347268742252983,0
USD,INR,0.15,0.01880726110415716,233.6618943035765,4.394540256259336,0
THB,INR,0.35,-0.0035377250111560295,610.3446130198716,-2.159231402904748,0
USD,INR,0.15,0.06494737343124264,299.64594136685844,19.461216851109594,1
KRW,INR,0.3,0.02295457782254215,33.192594008613824,0.7619219823027723,1
AED,INR,0.4,-0.007357970260970752,106.08074083544784,-0.7805389363289709,0
AED,INR,0.4,0.05761513101744252,876.6619078349682,50.50899067791281,1
KRW,INR,0.3,0.02433682467363016,1593.8105413364008,38.788287707487555,0
KRW,INR,0.3,-0.012514758813401543,170.8281462516852,-2.1378730488803255,0
GBP,INR,0.2,0.020728321538057377,281.4484783135994,5.833954554881258,0
AED,INR,0.4,-0.010066534755842864,606.2782674209652,-6.103121250705341,0
GBP,INR,0.2,0.07940710290382645,697.5890032622028,55.393521766619465,0
GBP,INR,0.2,0.0014850323272534629,1212.1751140555011,1.8001192306645726,0
AED,INR,0.4,-0.01993494280885113,251.84330515789952,-5.020481885114769,0
GBP,INR,0.2,0.004687465882720872,2737.3294726374934,12.831138512754567,0
THB,INR,0.35,0.053486393020705326,1698.2693311661076,90.8343009017608,0
KRW,INR,0.3,-0.002374137009201827,366.1023730322886,-0.8691771929725692,0
GBP,INR,0.2,0.00673365077594717,1311.5021512546207,8.83119747845206,0
AED,INR,0.4,0.06335075418532972,326.3629587551441,20.675339575294036,1
GBP,INR,0.2,-0.03,1001.4920456210277,-30.04476136863083,0
USD,INR,0.15,0.039714920577175204,6119.493249223837,243.03518836548452,0
AED,INR,0.4,-0.004500408316342118,166.0520045817503,-0.7473018223649887,0
USD,INR,0.15,0.0363682833745449,257.73371844299203,9.373332907509903,0
USD,INR,0.15,-0.01866000766794461,1163.1975286792265,-21.705274804488585,0
GBP,INR,0.2,-0.03,2059.8810148293287,-61.79643044487986,0
AED,INR,0.4,0.031145071814073208,1232.5926344747525,38.38918611821385,0
EUR,INR,0.15,0.026175259109562442,661.971577422076,17.327277562188616,0
EUR,INR,0.15,0.014987132486072828,603.5700776421231,9.045784718251763,0
EUR,INR,0.15,0.02577436224577745,311.0034399201542,8.015915320184938,0
USD,INR,0.15,-0.002440209164058481,780.6902261374732,-1.90504744411155,0
AED,INR,0.4,0.07472448708564676,332.45186004709,24.84229472268802,1
EUR,INR,0.15,0.026623225497645696,265.61128248763737,7.071429068387241,0
USD,INR,0.15,0.021796558450775196,230.54395118768278,5.025064707534991,0
USD,INR,0.15,0.032039624609714094,653.9658504652482,20.952820356478973,0
AED,INR,0.4,-0.013969461404669372,131.2349952026779,-1.8332822004257792,0
USD,INR,0.15,0.023844211570385798,435.7596779072907,10.39034595386461,0
THB,INR,0.35,0.08416654401425296,914.8319542095887,76.99824393962639,1
EUR,INR,0.15,-0.014609990646704577,1341.5321535341468,-19.599772215387333,0
AED,INR,0.4,-0.004727803319528174,216.43373820229377,-1.0232561459306961,0
GBP,INR,0.2,0.023342580024215943,16828.923217244897,392.8304869199246,0
USD,INR,0.15,-0.01858898649413751,1274.073880495797,-23.68374215706974,0
AED,INR,0.4,0.006162213405170083,498.0671461787914,3.0691960448577555,0
KRW,INR,0.3,0.02241000294334853,8023.083050230277,179.79731477039022,0
AED,INR,0.4,0.07480075963636658,23.829773561447286,1.7824851643588617,1
USD,INR,0.15,0.03726211812269099,2806.941065337741,104.592569540047,0
USD,INR,0.15,-0.0017680852050962793,437.0576019196282,-0.7727550797289539,0
USD,INR,0.15,0.015417077974107156,462.19178270575173,7.125646752966166,0
AED,INR,0.4,-0.005292491528324466,19.621100904058697,-0.10384451031113016,0
GBP,INR,0.2,0.03672860659839784,262.926627340599,9.656928659836415,0
KRW,INR,0.3,0.02592922676753759,133.50674666698967,3.4617267093245685,0
EUR,INR,0.15,0.07436925298646657,504.07074589041963,37.48736482420152,1
AED,INR,0.4,0.01327317666005863,179.79163210705408,2.386406094957198,1
KRW,INR,0.3,0.11074487319206724,120.13945072893351,13.304828236340352,1
THB,INR,0.35,0.0886581321508042,803.9596837540297,71.27756388618351,1
EUR,INR,0.15,0.03131171608582377,152.16716444612618,4.76461505072196,0
EUR,INR,0.15,0.012444957835067766,555.1174592559425,6.908413373950154,0
AED,INR,0.4,0.042268901710346474,240.03976977376135,10.146217435141315,1
GBP,INR,0.2,-0.006257500249911339,1397.0575763922548,-8.742088133415065,0
AED,INR,0.4,0.01880632605305111,5911.487019702224,111.17335235089939,1
AED,INR,0.4,0.04156856207869099,1904.8288965915588,79.18099823725066,0
KRW,INR,0.3,0.005798313069642482,65.28954335474045,0.378569212544781,0
KRW,INR,0.3,-0.009239059529128105,1282.7522062168268,-11.851423994357674,0
THB,INR,0.35,-0.017166549775722996,665.2206740078107,-11.419543812195082,0
GBP,INR,0.2,0.009797169959706243,804.0866768437696,7.877773835373802,0
GBP,INR,0.2,-0.01837904572579771,96.78719273091217,-1.7788562408730304,0
THB,INR,0.35,0.05324713496708612,113.0219632220311,6.018095729928534,0
KRW,INR,0.3,-0.008331627337158845,297.7445697069203,-2.4806967964607747,0
AED,INR,0.4,-0.021336440330628113,683.3044366447197,-14.579284340123518,0
THB,INR,0.35,0.09288859868097657,2955.7155779406794,274.5522781344425,1
USD,INR,0.15,0.011396598496112425,458.7109821485222,5.227744889304101,0
GBP,INR,0.2,0.02586956599925798,266.87216970525986,6.903867207555396,0
EUR,INR,0.15,0.05168455857346542,405.9518640154459,20.981442893713783,0
KRW,INR,0.3,0.03203658297588177,61.77377517735544,1.9790206742028134,1
AED,INR,0.4,-0.028623433666918968,348.21983240371253,-9.967247274313307,0
AED,INR,0.4,0.03713464077492118,715.0190693793382,26.55197628862017,1
KRW,INR,0.3,0.008735609420711943,3222.0644731106254,28.146696765446443,1
THB,INR,0.35,0.07922230774069022,326.30508559384504,25.850641908267857,0
THB,INR,0.35,0.04951354601520924,1501.3965444947976,74.3394668929193,0
EUR,INR,0.15,0.003415031876819491,505.0923085470052,1.7249063344243685,1
GBP,INR,0.2,-0.016900141253472764,18.038469761180416,-0.30485268696044615,0
EUR,INR,0.15,-0.016874115693145453,772.3641706427176,-13.032962372665553,0
KRW,INR,0.3,-0.023004755895812308,541.5921634599175,-12.45919551548028,0
USD,INR,0.15,0.10087760820338676,586.5097729238585,59.16570308047033,1
KRW,INR,0.3,0.02396566331886285,28.598006555812383,0.6853701967072322,0
KRW,INR,0.3,-0.02087114284172728,2098.683794788676,-43.80192926065272,0
THB,INR,0.35,-0.03,307.85583500743434,-9.23567505022303,0
EUR,INR,0.15,0.030569569520850062,209.51991315351114,6.404933551148726,0
AED,INR,0.4,0.010542301388157104,213.6515496262868,2.2523790282071197,0
AED,INR,0.4,0.09141402496063282,2581.855811715591,236.01783161692393,1
GBP,INR,0.2,-0.00017767421885411631,768.271095420191,-0.1365019667469787,0
KRW,INR,0.3,-0.009999827367375919,480.9320621349027,-4.809237596785136,0
USD,INR,0.15,0.002647538154859166,920.5799197397663,2.43727046210822,0
USD,INR,0.15,0.01778740171721114,229.79906255530202,4.087528239909689,0
KRW,INR,0.3,0.026656741801088082,1330.8514819599277,35.47616433020123,0
AED,INR,0.4,0.011596329125705566,169.6847550901491,1.967720267640112,0
EUR,INR,0.15,0.022251990706287392,1283.2958447488488,28.555887210768613,0
GBP,INR,0.2,-0.0015809784230633814,1674.2067792614012,-2.6468847937587126,0
USD,INR,0.15,-0.009197484086862467,2442.945359778313,-22.46895107163554,1
THB,INR,0.35,0.01573877850653852,628.136209223688,9.886096668908364,0
EUR,INR,0.15,0.08529894132449292,760.6390915470724,64.88170923898933,1
AED,INR,0.4,0.01065511881935089,462.0729641538603,4.923442336269047,0
AED,INR,0.4,0.023370172653763087,2253.375497575902,52.66177443210813,0
THB,INR,0.35,0.007796903974832634,4474.763379512416,34.889300380155866,0
THB,INR,0.35,0.03829525403038559,763.4311009113992,29.23578794409897,0
USD,INR,0.15,-0.009772044792364135,692.847360197373,-6.7705354381199765,0
GBP,INR,0.2,0.0254056444698388,819.0821367303512,20.809309557367197,0
AED,INR,0.4,-0.003851843180849744,1052.1138451607721,-4.052577539960123,0
KRW,INR,0.3,-0.004636874780601714,1677.01292796308,-7.776098952415046,0
AED,INR,0.4,0.004102086767196902,408.1920223065558,1.6744390931790654,0
EUR,INR,0.15,0.04128351652044869,947.6315315032947,39.12156198611436,1
AED,INR,0.4,0.017245607913761837,1355.7641348896718,23.380976693847796,0
THB,INR,0.35,0.029529346415267277,208.5834324593292,6.1593324335770365,0
KRW,INR,0.3,0.06914118824410782,2270.694856948328,156.99854054919183,1
EUR,INR,0.15,-0.015218551134914214,570.2308088258728,-8.678086722820037,0
AED,INR,0.4,0.010379573563510828,206.48589580718362,2.1432355453580945,0
THB,INR,0.35,-0.017496080661077926,408.176475631799,-7.141488541608464,1
KRW,INR,0.3,0.036963338651573675,448.8619680606238,16.591436933236682,0
AED,INR,0.4,-0.0010830192569047745,548.3294948542836,-0.5938514020560566,0
KRW,INR,0.3,0.013308692487718673,902.6023815927066,12.012457535299838,0
USD,INR,0.15,0.00832772646013184,3810.774676412853,31.735089106363663,0
EUR,INR,0.15,0.015491129007076134,458.1843903546273,7.097793500012061,0
AED,INR,0.4,0.022154619789048473,64.11984392388595,1.4205507630668233,0
GBP,INR,0.2,0.02267550680338392,620.8723851802873,14.078595994188808,0
EUR,INR,0.15,0.00973305339333391,130.5706316825563,1.270850929767657,0
USD,INR,0.15,0.026556254642393466,217.81218670304307,5.78427589430256,0
AED,INR,0.4,-0.004372369349614075,595.491431546584,-2.603708483252092,1
THB,INR,0.35,0.01394387177900669,1713.693087712856,23.895516683638128,0
AED,INR,0.4,0.01768364041769925,494.07982742578764,8.737130005836528,0
GBP,INR,0.2,-0.02267124643637526,464.7109201128047,-10.535575791552091,0
AED,INR,0.4,0.05899190568639524,135.0705136193983,7.968067000448508,1
KRW,INR,0.3,0.08380754095659881,523.9416419417944,43.91026061590456,1
KRW,INR,0.3,0.05952884908950218,1877.2526313498502,111.7506885944961,1
USD,INR,0.15,0.031719312514769275,160.1957151612972,5.081297952728148,0
USD,INR,0.15,0.0035006002832941438,234.35441195733705,0.8203811208890865,0
USD,INR,0.15,0.011263408569822787,3974.932945484419,44.77129380264014,0
USD,INR,0.15,0.03078478916925677,116.86499413496705,3.5976642057113897,1
AED,INR,0.4,0.005037888537123476,230.83982093874482,1.1629452878189384,0
KRW,INR,0.3,0.06389642744772088,2755.346688976989,176.05680980553612,1
EUR,INR,0.15,-0.004046052483792476,1182.3191194190208,-4.783725209760663,0
KRW,INR,0.3,0.0781671778261724,205.82585262957014,16.08882602371916,1
USD,INR,0.15,0.036298341682134694,1095.1656285578697,39.75269618392336,1
GBP,INR,0.2,0.023724297926536676,982.0343603958225,23.298075740126382,0
EUR,INR,0.15,0.014772913103592768,636.7666553625899,9.406898466936944,0
AED,INR,0.4,0.0005256232773376609,70.59794855616279,0.03710792509340587,0
THB,INR,0.35,0.06156127035520013,3006.3912619654666,185.07726527136737,1
GBP,INR,0.2,0.06645908558187712,2167.79618852397,144.06975241718155,1
KRW,INR,0.3,-0.023501801778098373,1117.288479978874,-26.25829238541633,0
GBP,INR,0.2,-0.0070345058767393494,2124.7113329859367,-14.946294358264268,0
GBP,INR,0.2,0.011338515765387528,2134.379979806853,24.200701050367517,0
KRW,INR,0.3,0.02454396709320067,87.8237091510732,2.1555422274067673,1
KRW,INR,0.3,-0.016649727838473224,1737.4773738384092,-28.92852539991471,0
EUR,INR,0.15,-0.0007999844542702483,1046.765194943294,-0.8373958832258012,0
KRW,INR,0.3,0.0825581472075852,2026.154275247594,167.27554292116895,1
EUR,INR,0.15,-0.002305638033843557,568.2255255587005,-1.310122383528884,0
AED,INR,0.4,0.10662266674508708,71.28971624297627,7.60109965732668,1
EUR,INR,0.15,-0.02454835828129183,684.7127330277433,-16.808573490127564,1
KRW,INR,0.3,0.04377785224966788,3137.8538169414537,137.36850077911936,0
USD,INR,0.15,-0.017916851667753676,1452.5945621688063,-26.025921303764097,0
KRW,INR,0.3,0.03163112375859855,1758.0283001213086,55.60841073225574,0
KRW,INR,0.3,0.06423016576592394,234.4986669937586,15.061888252897312,1
USD,INR,0.15,0.09837914913805888,47.96614159649762,4.71886819769909,1
EUR,INR,0.15,-0.0014941153957619083,1276.7448009804257,-1.9076040636038276,0
KRW,INR,0.3,-0.024494560289986256,739.0276397247432,-18.102157077203962,0
KRW,INR,0.3,0.019729245255586208,665.7074789218673,13.133906120127506,0
USD,INR,0.15,0.03994481305355946,2962.1110692459624,118.32097290490908,0
AED,INR,0.4,0.053703426728020885,2317.1057953625664,124.43652130232614,0
AED,INR,0.4,0.0367755986590192,985.1039052184518,36.227785855746276,0
AED,INR,0.4,0.02974799305452131,2129.1600344498092,63.33823791677728,0
THB,INR,0.35,-0.011313556076475636,725.9330838454787,-8.212884651854713,0
THB,INR,0.35,0.07830638715372452,570.4170491229361,44.667298287705734,1
AED,INR,0.4,-0.01692438865826272,2305.5201552706385,-39.0195191672585,0
GBP,INR,0.2,0.0271187865304906,2548.0761465504165,69.10073308173583,1
USD,INR,0.15,0.011190525499062392,540.0456460231713,6.043394572479921,0
GBP,INR,0.2,-0.03,212.2353566418855,-6.367060699256564,0
KRW,INR,0.3,-0.002767465337744116,2615.043101396779,-7.237041139822457,0
GBP,INR,0.2,-0.01316167545602793,210.1550336090047,-2.765992347812362,0
EUR,INR,0.15,-0.004336282479156087,1389.7671132441183,-6.026422783267803,1
AED,INR,0.4,0.06674089215559567,11737.352563985041,783.36138166513,1
THB,INR,0.35,0.004161528493848897,57.57482372869517,0.23959926947529256,1
THB,INR,0.35,-0.011936368500077505,37.13428136517053,-0.44324846636023657,0
THB,INR,0.35,0.05797570676385912,891.1525507831129,51.665198966066825,1
EUR,INR,0.15,0.03020090473505179,240.40410599550648,7.260421503085585,0
THB,INR,0.35,-0.0028475110420505406,447.59632679485,-1.2745354829295976,1
USD,INR,0.15,0.03621206627626481,1194.3170387539594,43.24868776223071,0
EUR,INR,0.15,0.003996527149392215,2288.5082719091783,9.146085440293694,0
THB,INR,0.35,0.00280988164547993,3980.346650662538,11.184302996344181,0
KRW,INR,0.3,0.026667651521465233,616.9950601691426,16.453809255056168,0
EUR,INR,0.15,0.012295893956708662,1950.1627406485575,23.978994257339,0
AED,INR,0.4,0.07824251024257739,2762.736548769076,216.16344271460733,1
THB,INR,0.35,-0.02090339490076156,2996.5174187367934,-62.63738693086588,0
GBP,INR,0.2,0.06813703164467785,1962.1495094016034,133.69504321368618,1
EUR,INR,0.15,0.029808710223592057,946.8095605322986,28.223171826833834,0
GBP,INR,0.2,0.0033653650223806376,2833.8356931100893,9.536891520766485,0
THB,INR,0.35,-0.014127491768414486,1023.4084537700255,-14.458194506361831,0
EUR,INR,0.15,-0.03,647.7845543374036,-19.43353663012211,0
EUR,INR,0.15,0.02822659112505911,1013.7367764503133,28.614333497298446,0
AED,INR,0.4,0.012633476120734904,956.0693302656969,12.078479053678693,0
GBP,INR,0.2,0.03604385572549406,241.89244889340594,8.718736529000369,0
EUR,INR,0.15,0.0036031369385489944,515.615143956863,1.8578319712662303,0
KRW,INR,0.3,0.02848658673087967,1876.2246011176198,53.44723482634719,0
GBP,INR,0.2,-0.0073216280868002945,623.0638694083918,-4.561841926130953,0
GBP,INR,0.2,0.017337023821849172,362.2411933886562,6.280184199034205,0
THB,INR,0.35,0.04970735380137361,1453.209812904737,72.23521431768371,0
USD,INR,0.15,-0.010215312472044684,651.3142606442814,-6.653378689980089,0
GBP,INR,0.2,-0.014839737889850905,782.9818226085586,-11.619245020028746,0
USD,INR,0.15,0.035764693524607184,2216.41604130128,79.26944044016338,0
USD,INR,0.15,-1.1987320170939869e-05,442.5686661884408,-0.00530521229922665,0
KRW,INR,0.3,-0.008386223009801083,644.2416405388474,-5.40275406975888,0
GBP,INR,0.2,0.009976834344246177,355.77323483693203,3.549490628084664,0
GBP,INR,0.2,-0.0024930124854948103,588.0415859019868,-1.465995015643822,0
KRW,INR,0.3,0.027616352174983552,1014.0522687672694,28.004424578117987,0
USD,INR,0.15,-0.00917160095011381,721.7557051353365,-6.619655310969316,0
USD,INR,0.15,-0.012273064801121341,1576.7186767890048,-19.35117049336975,0
USD,INR,0.15,0.010812496572196548,1748.848065679933,18.90941371545684,0
GBP,INR,0.2,0.029922636034423446,3553.220988450428,106.32173838727648,0
AED,INR,0.4,0.02612594638622493,655.3072021298467,17.120520829351438,0
USD,INR,0.15,0.028725348876853275,4269.316879853157,122.6376168396206,0
KRW,INR,0.3,-0.004693888812491375,126.64815857580166,-0.594472374661589,0
AED,INR,0.4,0.0509832830071152,611.8210611633588,31.19264631100506,1
KRW,INR,0.3,0.003156768695830982,653.8484367172804,2.0640482768471355,0
EUR,INR,0.15,0.02215096704106871,82.58992639526315,1.8294467375057648,0
AED,INR,0.4,0.0015735628488843696,784.8556575177917,1.2350197044067113,0
THB,INR,0.35,0.01101535217413832,3711.173236528388,40.87988017959692,0
GBP,INR,0.2,-0.001116726692472621,340.4595694714319,-0.3802002889364847,0
USD,INR,0.15,0.012217655976118933,878.1662131659054,10.729132682312157,0
AED,INR,0.4,0.03584702637310522,407.91053412356683,14.622379674594937,0
KRW,INR,0.3,0.04811961218707671,270.2545947474286,13.004546291021843,1
KRW,INR,0.3,0.08793209556733197,162.06440291939606,14.250662565570929,1
AED,INR,0.4,0.08926509794970186,3806.4676658577164,339.78470903516205,1
GBP,INR,0.2,-0.011732174674716095,656.5241214447977,-7.70245567095489,0
THB,INR,0.35,0.005396354607919949,171.3632418052538,0.9247368195438818,0
THB,INR,0.35,-0.03,556.341871341779,-16.690256140253368,0
USD,INR,0.15,-0.01203562265418383,3586.740492047585,-43.168655120766374,0
GBP,INR,0.2,-0.014801089019428346,342.25833459705433,-5.065796078012293,0
GBP,INR,0.2,0.10790203677339949,200.57585832011785,21.642543640313523,1
AED,INR,0.4,0.04065390918878639,258.7033762027702,10.517303562979862,0
EUR,INR,0.15,0.02106241698919826,184.38904172418853,3.883678885033535,0
GBP,INR,0.2,0.004984017529364204,1033.8164167573045,5.152559143262895,0
EUR,INR,0.15,0.06305065115751715,697.7150535147659,43.99138844650792,0
KRW,INR,0.3,0.01636066143566802,315.4110713875761,5.160333752033449,0
GBP,INR,0.2,-0.014466570831404192,2224.9936209411067,-32.18802781676701,0
AED,INR,0.4,-0.03,397.666839361548,-11.93000518084644,0
USD,INR,0.15,-0.011160857536474467,2019.9068013862525,-22.54389204722779,0
GBP,INR,0.2,0.07059442980318564,848.2827705645083,59.88403849986801,1
THB,INR,0.35,-0.03,7900.292229492084,-237.0087668847625,0
KRW,INR,0.3,0.08535240789429878,715.7906614413042,61.094456502268116,1
USD,INR,0.15,0.01492949359514065,263.1359260635991,3.928486122817906,0
AED,INR,0.4,0.0701837655548105,361.9802342717972,25.405135897607195,1
THB,INR,0.35,0.05461937597962738,675.9644173106449,36.92075465793985,0
GBP,INR,0.2,0.08339144755819446,183.4617798001445,15.29914338913677,0
EUR,INR,0.15,0.0008210370011534004,533.7880167668322,0.438259712537861,0
EUR,INR,0.15,-0.008376824590683946,4916.810104291358,-41.18725578935114,0
EUR,INR,0.15,0.008088871819287542,268.6850046922368,2.1733585627201752,0
AED,INR,0.4,0.11535123032191649,458.70542359721895,52.91223496727507,1
USD,INR,0.15,-0.003892416926547281,917.3821661800725,-3.570833871751925,0
USD,INR,0.15,0.030484331703485162,1106.179404265666,33.72113988319818,0
KRW,INR,0.3,-0.027174002025906634,67.30190859313032,-1.8288622004571065,0
EUR,INR,0.15,-0.010442059915128346,170.61397898646894,-1.7815613909351573,0
KRW,INR,0.3,-0.03,1841.2264788968268,-55.2367943669048,0
USD,INR,0.15,0.02153076233966643,940.7128476469194,20.254264752556654,0
EUR,INR,0.15,-0.006460248377958519,1158.573496969,-7.484672554539711,0
GBP,INR,0.2,0.03186860207578677,1003.8081927604894,31.989963855498697,0
USD,INR,0.15,0.013244815854098528,1585.9896418402338,21.006140752681574,1
KRW,INR,0.3,0.08010252973019044,429.0933510927402,34.37146291293327,1
USD,INR,0.15,0.037829457332517705,179.1585068761675,6.777469091629558,0
KRW,INR,0.3,0.03603618042208386,165.11750510825559,5.950204204925452,0
USD,INR,0.15,0.03756215567115756,1466.8392762944727,55.09764524074108,1
KRW,INR,0.3,0.0504696909915217,1095.528260223084,55.29097276593843,0
USD,INR,0.15,-0.028851899949239708,3813.53779524383,-110.02781092101917,0
THB,INR,0.35,-0.0071734104486062735,3537.5365213009136,-25.37620144422626,0
THB,INR,0.35,0.01923241191074999,1120.480625766888,21.5495449327637,0
EUR,INR,0.15,0.027408071552008084,929.4191069983333,25.473585386413777,0
EUR,INR,0.15,-0.026249389960042654,455.4138204924401,-11.954334967298925,0
KRW,INR,0.3,-0.010537121415591882,542.5153486041156,-5.716550098063722,0
GBP,INR,0.2,0.07063478973542703,244.4713618910049,17.26818324350462,0
USD,INR,0.15,0.050465649418870946,2923.3021628887113,147.5263420977689,1
THB,INR,0.35,0.038241363718007716,802.9218424868876,30.70482621567397,0
EUR,INR,0.15,0.05895122267289409,538.6582230664234,31.75456085257418,1
EUR,INR,0.15,-0.011569775893507704,1301.2965951941924,-15.05570997738142,0
AED,INR,0.4,0.0661311232258151,208.86088168954876,13.812204704063939,1
THB,INR,0.35,0.0237988286998946,1003.6069166547102,23.884669091494846,0
THB,INR,0.35,0.07664559525750038,81.75485287373499,6.266149363696783,1
THB,INR,0.35,-0.000517780764796711,400.2339735477888,-0.2072334529212007,0
KRW,INR,0.3,-0.01513800036288243,206.12942707142037,-3.1203873418079087,0
USD,INR,0.15,0.06560111946720751,4746.596007273492,311.38201173571855,0
EUR,INR,0.15,0.0013203376221934387,1677.3369467718055,2.214651075917888,0
AED,INR,0.4,-0.016345887384108644,1111.4016819247515,-18.166846731250924,0
USD,INR,0.15,0.0017627674945503487,4963.327230853895,8.74919190736584,0
KRW,INR,0.3,0.004489576812544786,182.17425355230986,0.817885304591105,0
AED,INR,0.4,0.038411762709175935,222.5141445789665,8.547160521002528,0
KRW,INR,0.3,-0.03,3708.226499133467,-111.246794974004,0
KRW,INR,0.3,-0.03,224.5419614650926,-6.736258843952778,0
THB,INR,0.35,0.1250274996324689,2674.5496930434933,334.3922607640152,1
USD,INR,0.15,0.02445479737638967,1247.6789323571,30.51173548158307,0
THB,INR,0.35,-0.021056163338730734,172.31004876487918,-3.628188531697954,0
AED,INR,0.4,0.0654828744811309,402.26316464921064,26.34134831910675,1
THB,INR,0.35,0.011333041710720146,297.8949651442354,3.376056065393144,0
KRW,INR,0.3,0.00607408273518426,6149.2964598217,37.35133546013268,0
KRW,INR,0.3,0.02882306663219577,1782.337129902524,51.37242185621702,0
KRW,INR,0.3,-0.004660378722219336,316.1679140694226,-1.4734622193776086,0
EUR,INR,0.15,0.029053792841300836,385.92126859874014,11.212476590919813,0
AED,INR,0.4,0.005459076673822928,1331.368631742662,7.268043441805914,0
USD,INR,0.15,-0.016955454252907516,1045.769507800963,-17.73149704860484,0
EUR,INR,0.15,0.04982377995522227,1475.3299046259508,73.50651252944243,0
KRW,INR,0.3,0.013425320403417575,48.7370110219256,0.654309988474245,1
AED,INR,0.4,0.004638905404189936,2545.5853932215114,11.808729837442232,0
THB,INR,0.35,-0.01209276089742038,877.0780153226035,-10.606294727680252,0
AED,INR,0.4,0.02141255837919489,492.4178071541778,10.543925042643963,0
KRW,INR,0.3,0.06709324575622115,887.3530358923526,59.53539530965454,1
KRW,INR,0.3,-0.011443472019675003,100.61516034908482,-1.1513867722098658,0
KRW,INR,0.3,-0.0017056145118589158,290.6900140846135,-0.4958051064751894,0
THB,INR,0.35,0.006396263966472485,2644.7210486384433,16.9163339447774,1
USD,INR,0.15,-0.0031632921774010763,354.8548433598056,-1.1225095501129574,0
KRW,INR,0.3,-0.007735778933211897,1441.6081191776939,-11.15196171828203,0
EUR,INR,0.15,-0.004257851694661653,161.59127329873567,-0.688031676857556,0
USD,INR,0.15,0.03314937751786542,596.2791724677693,19.76628339417447,0
KRW,INR,0.3,0.007355303110197119,4708.42042795579,34.63185941785887,0
KRW,INR,0.3,0.06480639515493301,3607.2676183884296,233.77401070687466,1
THB,INR,0.35,0.014004023431330698,1723.3393815354925,24.133685079157992,1
GBP,INR,0.2,0.020464322149778863,1023.9706388818604,20.954865025993268,0
GBP,INR,0.2,0.015211954994965325,1365.9160211271062,20.778253040287645,0
GBP,INR,0.2,0.08644830435605101,509.6550245799527,44.05881268147841,1
GBP,INR,0.2,0.017999129778629077,122.93649477305264,2.2127499239499295,0
EUR,INR,0.15,-0.019162807711022252,4257.596774711939,-81.58750830487342,0
